psnrC,psnrS,snrC,snrS,ssimC,ssimS,corrC,corrS,entC,entH,entS,entR
31.605445170017603,20.48150927842867,23.298963353827812,11.614560477699754,13.881889343261719,496.62671279907227,0.9839726513962013,0.9258033278395945,13.48805075146758,13.489086262625358,13.385986007360806,13.350770511175915
32.755857804577744,19.504267116819772,23.20068007931297,9.315984886343339,9.107452392578125,591.1155662536621,0.9909481123544565,0.8407810012328337,13.409806658894789,13.410683052785174,13.510078356729371,13.411656469406408
31.502158890892765,18.50491549887515,26.358720118869744,11.831618628544359,14.040901184082031,752.0525512695312,0.992474414614282,0.9220827253568165,13.484668118146594,13.48599276469891,13.429286610459116,13.374687372217544
31.43206724285648,22.3700141278241,23.55757966382948,15.252335091045792,16.035247802734375,298.20874786376953,0.9882375852280688,0.9558268562397774,13.455187061223452,13.457860871955598,13.447270548903264,13.403602504626503
33.37771689034766,18.433128770553555,23.485375384407465,5.8399033302943195,5.363067626953125,566.5501136779785,0.9973172843830167,0.854574258907602,12.612205306564796,12.73630077647118,13.219088435967246,13.087421762909475
30.307372685566833,24.25348729857197,25.520697939795287,17.044682832144773,12.717098236083984,214.88014221191406,0.9924439366249364,0.9509491860928524,13.443633798248158,13.446483551508567,13.5181707759407,13.49156187390797
33.067141867576915,14.436850359416646,31.57039259713024,6.68688244374224,9.396968841552734,2184.314323425293,0.9960587785564704,0.7098441401301911,13.51084173538925,13.513603220811088,13.508730115818661,13.429711354142565
23.188218106236956,20.083838833071145,9.9843592456528,15.599510534997973,182.3650360107422,371.8085403442383,0.8971994514659338,0.9520920409601508,13.131493694131203,13.14683412166302,13.357491707484913,13.359682511723417
24.042682353984148,20.238657422499475,20.114740312041917,15.892178006661101,53.62758255004883,579.5785179138184,0.9691969874464428,0.8446580296492882,13.441412963330489,13.480734416162157,13.552223970035001,13.53746805290972
25.126305375010404,19.10833847658005,21.521102171996944,12.195885680755085,75.18777084350586,756.2218170166016,0.9540142897989383,0.9150824008827688,13.528848812335266,13.530398504819324,13.488289778919015,13.43259287803529
30.95066512543745,15.328879045890826,25.33868373264001,11.315238665927463,19.667972564697266,1789.4578399658203,0.9963935558260653,0.8635585114064585,13.257868710845374,13.276109069013385,13.501364722374674,13.437713049559832
30.13912151375186,25.37991565302288,17.484253335010337,18.848740857191803,28.297046661376953,143.58495712280273,0.9884958935988192,0.9823942650491312,12.680356492884686,12.75207894980631,13.379275894000623,13.345178338854197
31.736953779886775,10.590796983571087,28.420052173002333,2.4583214386050236,10.347232818603516,3864.5169639587402,0.9853087940651174,0.7287618944958244,13.547001261682052,13.54701316901555,13.353082545310798,13.178678932344827
32.64718206922054,18.543095042307097,19.72258343043073,12.607016824038562,9.637409210205078,769.1167640686035,0.9914252281732304,0.868252695849385,12.999615799503829,13.0830202614109,13.507215312713237,13.482817999694822
33.239130253800234,17.1492822188534,28.490556115604974,12.030046486565379,5.250118255615234,1083.0871620178223,0.9959251148730403,0.9322890255670632,13.475979237620082,13.47625868068955,13.396686883538887,13.32864719764546
34.352182215412135,15.331211400677214,29.291562246991102,9.13506065045892,9.6446533203125,1757.7292709350586,0.9984676097042722,0.7772675322521203,13.237779041417749,13.239545962121134,13.498383863937098,13.436445313765466
32.558586583239794,19.367376936800223,24.616788482176204,13.309588914836139,11.127464294433594,613.3876914978027,0.9948032235828193,0.9319068252510146,13.332657698957608,13.338369910534968,13.439909241300343,13.383483977005744
30.771600236394015,27.76140496554281,15.069526217617373,21.149027962686514,53.46442413330078,87.24576187133789,0.9923894765866581,0.9887716936204418,11.697459794250847,12.649862496589522,13.405366499225897,13.379619749658461
32.75467946519787,28.19599572699189,23.13197870171411,22.939900970707843,13.055999755859375,86.93932342529297,0.9940495639777364,0.9852319135043199,13.2711469899819,13.31925632693096,13.466575984760935,13.460903144920398
25.79970024110289,21.954179399239546,18.716501113778378,15.843266074691943,51.157142639160156,188.84663772583008,0.9851108223384499,0.9434003374655711,13.12291045165654,13.1543046263482,13.461025810965577,13.424681964056445
30.88744062317726,25.62433917900147,26.696596011666628,10.704025528094975,21.306076049804688,151.66717529296875,0.994199447024354,0.9555456076081363,13.4491646122308,13.461611656459121,12.790571951369124,12.685662910437632
25.159635163717233,17.287676766997045,21.56058666165123,12.358657365181756,74.42105865478516,1148.6750755310059,0.9806689516499181,0.8594825646901412,13.463339456746535,13.454259560659686,13.533635095957903,13.48933023367992
34.20839259929043,23.096784340593565,30.463312626084548,17.573921552897072,12.376106262207031,305.95452880859375,0.9975337362266503,0.8731765793487223,13.452278456350507,13.452823085393554,13.555539443704376,13.542656380939297
30.53367897963873,21.193525545291763,19.53884204886475,15.852661228573838,19.24530792236328,419.4169006347656,0.9807176984431193,0.9611214677862724,13.413255920234285,13.41362049122599,13.441611187226055,13.39160560368536
31.7280628734241,21.184396486048414,25.89490443107352,15.553104285318584,17.299320220947266,433.3864974975586,0.9951717963472326,0.8942331573201509,13.385279140054395,13.382175926156535,13.543886468575558,13.521869605616189
33.152316500521664,20.03766841982758,30.89164378553493,14.84456069423588,15.345890045166016,601.3301010131836,0.9966835519540365,0.90903011723699,13.486362359911936,13.485013811838577,13.528455691167286,13.499203947661597
31.600576607096784,24.073599729994974,21.8617699291786,20.0545230965885,15.966217041015625,232.38715362548828,0.9941554819118897,0.952186536039586,13.061240228265065,13.039108385044742,13.534832854158969,13.52721879563158
31.04158461844999,19.03640812850533,28.075067952294546,11.737730361944019,20.52149200439453,768.5372428894043,0.9920366710946102,0.8893474057366458,13.505402640984649,13.509733379592404,13.47731718744336,13.433913119331116
30.7117995524575,20.52447450581866,24.919713471070672,14.441050950077848,18.770275115966797,532.9783630371094,0.9938538794370232,0.9184919090893614,13.376006927652462,13.39144258759836,13.50393933158083,13.46152364588829
30.58992115786336,18.032297122789338,18.879542809279787,12.79504999347857,20.801437377929688,850.7101211547852,0.9803206979868998,0.894968283782871,13.371663493266018,13.351532538772984,13.480877173638767,13.455664576491404
29.61823505516561,30.409734572505,2.539233709856199,22.415119967503152,42.18678665161133,39.57371139526367,0.441978438610921,0.9897905213966612,12.751759681683094,13.389955144301569,13.35186470498886,13.348326293910832
32.07677535098433,18.590639678801576,27.520541059277107,13.259823553076032,23.138221740722656,834.6225509643555,0.9969168981782781,0.9511596439257818,13.379782453435734,13.382396093521326,13.35080218941814,13.282770396493158
34.251496098016,23.442551677610616,24.967996541476722,17.99614049486166,11.652584075927734,264.19920349121094,0.9954179944993953,0.9572814254806351,13.324582508283425,13.32688301290438,13.500827776364526,13.481743342136044
29.90789391894755,19.42038005265021,23.800214409072677,15.360225787275873,27.915599822998047,685.1238899230957,0.9913879565184985,0.9096123764402471,13.41575339088499,13.41553182474517,13.513168434960265,13.482353854514459
28.828374136939825,26.098000673867666,21.308646154568756,18.55710423802865,26.107135772705078,133.63518142700195,0.9864419187646114,0.9766749567449763,13.381139041322648,13.391666902971782,13.462113432124179,13.436904962710946
31.620024865832143,24.704645239442648,21.938721706805975,19.040468424116835,25.598587036132812,179.1646728515625,0.993271294792665,0.9588047091559612,13.191627406125694,13.25422290282678,13.515218964309206,13.495874664042496
31.40162763093656,18.01703627366073,28.41041540447536,13.279550311325782,29.261096954345703,946.9681015014648,0.9955460375269927,0.924165205378806,13.453937087441046,13.45571426511141,13.425608891892276,13.395090104610663
31.009370318359593,24.313788707920953,24.89691733562242,17.33490918242349,25.67874526977539,199.31871795654297,0.9953477918977032,0.9607841136494304,13.31533532957236,13.302965203438253,13.493669861493514,13.469258132231475
27.701213008329468,23.734794525154477,22.473228419766414,17.652507968430417,36.780555725097656,251.5373878479004,0.9879170522956296,0.948341063618168,13.412403429886405,13.410592426784017,13.523009033761355,13.505587755172575
34.515460659575766,26.62400432643889,27.44980569067065,19.952571465502576,6.482051849365234,128.14796447753906,0.9977833367427961,0.9648930509266997,13.25895087057567,13.247112054617226,13.523471698028496,13.510483569990798
37.737099384589065,20.99548617945421,26.798702377371836,12.674723513132937,2.1914634704589844,427.10655975341797,0.9974270639784922,0.9196291115846578,13.300952690681187,13.30294883038334,13.464349296012383,13.412921344585422
29.653353965471222,18.410608422190823,24.802958123582034,8.899996615817079,20.232460021972656,815.3133659362793,0.9929344440961483,0.9018884346377449,13.412074288366135,13.41076301221523,13.448208788954426,13.32580671545423
31.95709138273394,25.279218333791285,19.528408093271423,16.980481510452275,4.640480041503906,132.57342910766602,0.9848951876473389,0.9680791709354232,13.298112833565924,13.347606516010886,13.43641992140145,13.399406911829981
33.968520918462794,21.795325115720146,32.39942852671259,14.880347786419499,12.643684387207031,417.2772560119629,0.9928946131510943,0.9075156837890838,13.549992971953623,13.549899507344243,13.541537445030524,13.511091618339528
27.549357618289125,12.977691254891734,22.483121771513712,10.386465348094745,73.51339340209961,3129.8032035827637,0.9895056837821885,0.8030606251770414,13.396284145025527,13.394610509637559,13.505682957446155,13.487453987853609
31.834884617015604,26.36509398189316,24.428964201721755,18.227777349738254,14.06686019897461,134.66772842407227,0.9942343918798637,0.9880627404549589,13.34157536724359,13.339457660918999,13.238860412963096,13.183187014004188
27.146706648968074,26.08104606896633,16.16177777051116,18.033282608898972,12.019325256347656,114.37014770507812,0.9751618300713776,0.9506439792034141,13.235139791431866,13.259365693163746,13.506771545508125,13.495150275204495
28.571122212589586,22.39764647129189,19.62720030588084,16.5169965673492,19.8812255859375,296.428653717041,0.9845678875429064,0.9557764638429926,13.318131499239396,13.331088954398894,13.473396523577946,13.445220396469898
26.49421165362336,18.926753890167877,19.710552781249785,9.359146846831086,22.128265380859375,552.8372535705566,0.9886159990580045,0.821732944521484,13.165700490707133,13.243312328691268,13.476684766460302,13.432141554179314
34.42394859786165,22.795792411105822,26.892060537559168,14.937308626872404,9.609817504882812,284.0267677307129,0.9918142252926149,0.9663252850973978,13.493447318339012,13.493881437915437,13.422239698869829,13.358571575366982
33.61672821625052,20.28489126481417,22.36453851494108,12.488377629965816,11.196189880371094,532.4597244262695,0.995085254868023,0.8598636456351348,12.973128860294192,12.98804813830393,13.522536435663858,13.48557116232887
27.690197163227175,18.10105866576269,22.95848062275697,9.633486477478666,35.03718566894531,501.61656951904297,0.9948646199949553,0.8444566718412022,13.10430353369004,13.156138697026691,13.446582458828727,13.336968625852833
